year,month,day,time,magnitude,injuries,fatalities,loss,crop loss (millions $),latitude,longitude,elat,elon,path length (miles),width (yards)
1972,3,20,16:30:00,2,0,0,4,0,29.43,-96.93,29.43,-96.87,4.5,50
1972,3,20,17:00:00,1,0,0,0,0,29.75,-95.35,0,0,0.1,10
1972,3,20,18:45:00,0,0,0,0,0,29.75,-95.35,0,0,0.1,10
1972,3,20,20:20:00,0,0,0,0,0,30.05,-94.98,0,0,0.2,10
1972,3,20,20:20:00,1,2,0,0,0,30.05,-95.08,0,0,0.2,10
1972,3,20,21:15:00,1,0,0,4,0,28.95,-96.08,0,0,0.1,10
1972,3,20,21:55:00,2,0,0,4,0,29.82,-93.07,0,0,0.3,50
1972,3,21,23:30:00,1,0,0,4,0,33.48,-80.5,33.52,-80.45,3.8,77
1972,3,24,17:10:00,2,0,0,4,0,32.62,-96.37,0,0,2,200
1972,3,24,21:45:00,0,0,0,2,0,30.5,-92.65,0,0,0.1,27
1972,3,26,16:30:00,2,2,0,5,0,32.02,-97.13,32.05,-97.03,6.5,100
1972,3,26,17:00:00,1,0,0,4,0,31.83,-96.92,0,0,0.5,10
1972,3,27,15:03:00,1,0,0,3,0,32.17,-96.73,0,0,0.1,40
1972,3,27,20:12:00,0,0,0,1,0,34.62,-92.43,0,0,0.3,50
1972,3,27,21:30:00,1,0,0,3,0,33.75,-91.28,0,0,0.3,50
1972,3,28,7:45:00,1,0,0,4,0,30.58,-85.17,0,0,1,50
1972,3,28,8:05:00,0,0,0,1,0,30.28,-85.98,0,0,0.5,20
1972,3,28,9:00:00,1,1,0,4,0,30.62,-87.03,0,0,0.5,50
1972,3,28,9:30:00,2,0,0,4,0,30.4,-84.33,0,0,0.2,50
1972,3,28,9:45:00,2,0,0,4,0,30.4,-84.42,0,0,0.2,50
1972,3,28,13:30:00,0,0,0,2,0,29.83,-81.55,0,0,0.5,20
1972,3,28,14:00:00,1,0,0,3,0,29.77,-82.05,29.78,-82,3.6,20
1972,3,28,14:00:00,1,0,0,4,0,29.87,-82.08,29.78,-82.03,6.8,20
1972,3,28,16:29:00,2,13,0,6,0,31.27,-94.83,31.43,-94.58,18.7,150
1972,3,28,17:30:00,2,3,0,6,0,33.18,-92.8,33.22,-92.72,5.4,880
1972,3,28,17:55:00,3,0,0,6,0,33.15,-92.47,33.25,-92.33,10.4,880
1972,3,29,12:50:00,0,0,0,2,0,30.58,-87.3,0,0,0.2,20
1972,3,29,17:40:00,0,0,0,1,0,29.97,-82.97,0,0,0.5,20
1972,3,31,3:15:00,0,0,0,1,0,28.57,-82.42,0,0,0.2,20
1972,3,31,4:00:00,1,0,0,1,0,28.67,-81.5,0,0,0.2,20
1972,3,31,4:00:00,1,0,0,1,0,28.7,-81.33,0,0,0.2,20
1972,3,31,4:15:00,0,0,0,1,0,28.7,-81.32,0,0,0.2,20
1972,3,31,5:14:00,2,4,0,5,0,27.83,-82.5,0,0,0.2,30
1972,3,31,5:30:00,2,1,0,5,0,28.73,-80.75,0,0,1,100
1972,3,31,5:36:00,2,0,0,4,0,28.52,-80.7,0,0,2,50
1972,3,31,6:00:00,2,0,0,4,0,27.9,-82.25,0,0,1,30
1972,3,31,14:00:00,1,0,0,3,0,26.68,-80.27,0,0,0.5,50
1972,3,31,15:30:00,1,0,0,1,0,28.68,-81.57,0,0,0.5,20
1972,4,3,17:30:00,1,0,0,2,0,31.92,-95.33,0,0,0.2,10
1972,4,3,19:30:00,1,0,0,4,0,34,-90.48,34.03,-90.42,4.7,10
1972,4,5,14:50:00,3,300,6,7,0,45.6,-122.63,45.63,-122.45,8.7,440
1972,4,5,18:30:00,2,0,0,4,0,47.7,-119.1,0,0,0.1,10
1972,4,5,19:30:00,3,1,0,5,0,47.75,-118.52,47.77,-118.47,0.1,83
1972,4,5,20:00:00,2,0,0,4,0,48.6,-118.1,0,0,1,100
1972,4,6,18:45:00,2,9,1,5,0,42.05,-89.6,41.72,-89.3,17.5,50
1972,4,6,20:10:00,2,22,1,5,0,41.53,-88.2,41.57,-88.07,6.8,50
1972,4,6,20:30:00,1,0,0,4,0,41.62,-88.33,41.57,-88.13,10.7,50
1972,4,6,20:30:00,1,0,0,5,0,41.55,-88.13,41.58,-88.07,3.6,50
1972,4,6,20:30:00,2,0,0,5,0,41.52,-88.18,41.55,-88.08,5.1,50
1972,4,6,21:00:00,0,0,0,2,0,40.92,-87.65,0,0,0.1,10
1972,4,6,21:30:00,1,0,0,4,0,40.8,-87.42,40.77,-87.2,11.2,30
1972,4,7,16:00:00,1,0,0,3,0,35.63,-90.52,0,0,0.1,50
1972,4,7,16:10:00,3,0,0,5,0,35.78,-92.33,0,0,2,100
1972,4,7,16:10:00,2,0,0,4,0,35.7,-89.97,0,0,0.1,200
1972,4,7,16:30:00,2,15,0,5,0,36.3,-87.07,36.17,-86.67,23.2,200
1972,4,7,21:30:00,1,1,0,5,0,33.98,-84.63,34.03,-84.62,3.6,300
1972,4,7,21:45:00,1,0,0,4,0,33.75,-83.52,0,0,0.5,50
1972,4,7,23:15:00,1,0,0,4,0,32.85,-83.65,32.85,-83.62,2.7,200
1972,4,11,23:45:00,2,0,0,5,0,37.37,-85.58,0,0,0.1,10
1972,4,12,9:30:00,2,8,0,6,0,43.82,-86.25,0,0,0.1,27
1972,4,12,9:30:00,1,0,0,0,0,43.8,-86.22,0,0,0.1,10
1972,4,12,21:30:00,1,0,0,0,0,43.87,-86.28,0,0,0.1,10
1972,4,12,21:30:00,1,0,0,3,0,36.27,-95.73,0,0,0.1,30
1972,4,12,23:45:00,2,7,0,6,0,36.67,-93.87,0,0,0.9,177
1972,4,13,1:00:00,1,0,0,4,0,35.93,-95.23,35.52,-94.72,40.8,50
1972,4,13,3:26:00,1,0,0,4,0,38.35,-88.57,0,0,0.1,10
1972,4,13,3:30:00,1,0,0,5,0,38.27,-88,38.3,-87.92,4.9,100
1972,4,13,4:42:00,1,0,0,4,0,38.42,-85.7,0,0,0.1,20
1972,4,13,21:00:00,1,1,0,4,0,37.92,-93.57,37.95,-93.47,5.4,50
1972,4,14,1:10:00,1,0,0,4,0,37.67,-85.58,0,0,2,100
1972,4,14,3:10:00,2,9,0,4,0,37.57,-89.32,37.57,-88.77,30.9,30
1972,4,14,10:00:00,1,0,0,3,0,33.22,-98.17,0,0,0.5,10
1972,4,15,5:30:00,1,0,0,0,0,34.92,-95.77,34.95,-95.7,4.9,50
1972,4,15,17:30:00,1,0,0,4,0,32.43,-93.35,0,0,1,40
1972,4,15,17:48:00,2,0,0,4,0,32.7,-92.5,32.93,-91.83,41.9,50
1972,4,15,19:30:00,2,0,0,4,0,33.43,-91.33,0,0,0.5,100
1972,4,15,19:37:00,1,0,0,0,0,35.03,-89.4,0,0,0.3,50
1972,4,15,20:15:00,2,62,0,5,0,33.7,-90.8,33.78,-90.68,8.8,10
1972,4,16,7:40:00,0,0,0,0,0,30.62,-87.38,0,0,0.1,10
1972,4,19,14:15:00,2,0,0,4,0,36.05,-99.05,36.15,-98.8,15.5,77
1972,4,19,15:05:00,0,0,0,0,0,36.8,-98.37,0,0,0.1,10
1972,4,19,15:48:00,1,0,0,0,0,31.83,-100.98,0,0,0.5,20
1972,4,19,17:00:00,4,6,5,4,0,34.38,-97.55,34.55,-97.18,28.2,10
1972,4,19,17:50:00,2,0,0,4,0,37.6,-96.03,0,0,20,100
1972,4,19,19:00:00,1,0,0,3,0,32.17,-100.38,0,0,0.5,20
1972,4,19,20:45:00,1,0,0,3,0,33.67,-97.37,0,0,0.2,10
1972,4,20,19:25:00,2,0,0,4,0,33.93,-96.38,34.05,-96.32,8.9,50
1972,4,20,20:10:00,1,0,0,4,0,34.5,-96.1,0,0,0.1,10
1972,4,21,15:15:00,1,3,0,5,0,35.93,-86.87,0,0,1.5,50
1972,4,21,15:15:00,2,4,0,4,0,37.35,-90.73,37.52,-90.3,26,50
1972,4,21,16:30:00,1,0,0,0,0,33.13,-90.83,0,0,0.5,100
1972,4,21,16:50:00,2,0,0,0,0,33.25,-90.58,0,0,0.8,83
1972,4,21,17:00:00,2,3,0,4,0,37.22,-89.28,37.28,-89.17,6.9,10
1972,4,21,17:20:00,3,0,3,4,0,37.55,-88.53,0,0,0.3,60
1972,4,21,17:20:00,3,0,0,0,0,33.32,-90.43,33.35,-90.22,12.8,150
1972,4,21,18:00:00,1,2,0,5,0,37.25,-88.55,0,0,0.1,10
1972,4,21,18:25:00,1,0,0,0,0,35.12,-89.72,0,0,0.3,20
1972,4,21,18:30:00,1,2,0,3,0,36.5,-88.73,36.6,-88.6,10.7,10
1972,4,21,18:45:00,1,0,0,4,0,37.67,-88.3,0,0,0.1,10
1972,4,21,19:00:00,2,0,0,4,0,37.25,-88.43,37.27,-88.25,10.1,100
1972,4,21,19:20:00,1,0,0,4,0,39,-87.73,0,0,1,20
1972,4,21,20:00:00,3,0,0,5,0,37.28,-86.73,37.32,-86.63,5.7,10
1972,4,21,20:05:00,3,10,0,5,0,35.13,-87.53,35.37,-87.03,32.3,200
1972,4,21,21:00:00,3,4,0,5,0,37.5,-86.18,0,0,1,10
1972,4,21,22:05:00,3,0,0,4,0,31.42,-90.47,31.52,-90.37,9.1,150
1972,4,21,22:10:00,2,0,0,5,0,37.9,-84.95,37.93,-84.87,5.1,30
1972,4,21,23:30:00,2,8,0,5,0,31.63,-89.72,31.7,-89.53,11.7,90
1972,4,22,1:30:00,1,0,0,4,0,30.9,-90.33,30.97,-89.97,22.2,50
1972,4,22,3:40:00,2,0,0,4,0,32.1,-87.13,32.17,-87.08,5.7,200
1972,4,22,10:00:00,1,0,0,4,0,31.98,-84.23,0,0,0.5,100
1972,4,22,11:00:00,1,0,0,4,0,32.23,-83.53,0,0,1,100
1972,4,25,21:15:00,1,0,0,4,0,36.35,-102.12,0,0,0.5,10
1972,4,25,23:45:00,1,0,0,4,0,36.82,-100.52,0,0,0.1,17
1972,4,26,14:45:00,1,0,0,0,0,37.38,-100.3,0,0,0.1,17
1972,4,26,23:03:00,1,0,0,0,0,34.77,-99.32,34.62,-99.18,12.8,17
1972,4,27,12:20:00,1,0,0,0,0,27.77,-97.38,0,0,1.5,50
1972,4,27,12:50:00,0,0,0,0,0,27.62,-97.32,0,0,0.2,10
1972,4,27,15:54:00,0,0,0,0,0,29.42,-98.62,0,0,0.1,10
1972,4,27,16:15:00,1,0,0,3,0,28.45,-99.42,0,0,0.5,20
1972,4,27,17:56:00,0,0,0,0,0,30.52,-97.33,0,0,0.1,10
1972,4,29,16:35:00,1,0,0,4,0,35.67,-100.72,0,0,0.1,50
1972,4,29,19:30:00,1,0,0,5,0,35.08,-100.33,35.17,-100.17,11.1,880
1972,4,30,14:16:00,0,0,0,0,0,38.78,-93.45,0,0,0.1,50
1972,4,30,16:00:00,3,0,0,4,0,38.53,-100.37,38.68,-100.22,13.1,300
1972,4,30,16:30:00,2,0,0,4,0,38.92,-99.38,39.07,-99.33,10.5,127
1972,4,30,17:20:00,3,2,0,3,0,38.65,-100.48,0,0,1,50
1972,4,30,17:30:00,3,0,0,5,0,38.22,-99.5,38.45,-99.4,17,77
1972,4,30,17:30:00,3,0,0,3,0,38.55,-100.03,38.62,-99.93,6.8,440
1972,4,30,18:25:00,4,1,0,5,0,38.08,-100.1,38.3,-99.68,26.6,77
1972,4,30,18:38:00,3,0,0,5,0,38.45,-99.72,38.43,-99.67,2.7,200
1972,4,30,20:00:00,2,0,0,4,0,38.58,-98.23,0,0,1,30
1972,4,30,21:15:00,3,6,0,5,0,38.92,-97.23,0,0,1.5,300
1972,4,30,22:16:00,2,0,0,5,0,38.75,-94.77,0,0,0.1,233
1972,4,30,23:05:00,0,0,0,4,0,36.9,-97.95,0,0,0.1,10
1972,5,1,5:35:00,1,0,0,3,0,35.45,-95.67,35.45,-95.6,3.6,77
1972,5,1,18:15:00,1,0,0,4,0,31.1,-97.33,0,0,0.1,10
1972,5,1,18:30:00,1,0,0,3,0,28.95,-99.83,0,0,0.3,10
1972,5,1,19:00:00,0,0,0,3,0,42.85,-90.72,0,0,0.5,50
1972,5,2,16:10:00,0,0,0,0,0,26.07,-97.42,0,0,0.1,17
1972,5,2,17:30:00,2,0,0,5,0,42.73,-78.52,42.78,-78.28,12,350
1972,5,2,20:00:00,3,3,0,4,0,41.47,-80.22,41.55,-80.07,7.9,33
1972,5,4,16:15:00,1,0,0,3,0,35.05,-100.33,0,0,0.5,50
1972,5,6,11:00:00,1,1,0,3,0,28.88,-98.65,28.9,-98.43,13.1,10
1972,5,6,11:45:00,1,0,0,3,0,28.88,-98.53,0,0,0.1,10
1972,5,6,20:00:00,2,2,0,5,0,28.92,-100.62,28.95,-100.52,6.5,17
1972,5,7,2:20:00,1,0,0,4,0,29.42,-97.62,0,0,0.2,20
1972,5,7,6:10:00,2,1,0,4,0,28.62,-96.62,0,0,0.1,10
1972,5,7,7:27:00,1,0,0,4,0,28.85,-96.62,0,0,0.3,20
1972,5,7,9:00:00,1,0,0,3,0,29.27,-97.72,0,0,0.3,20
1972,5,7,13:00:00,1,0,0,2,0,30.7,-89.42,0,0,0.8,50
1972,5,7,13:04:00,2,0,0,4,0,30.85,-89.53,30.9,-89.5,4.3,50
1972,5,7,14:00:00,1,0,0,0,0,30.25,-89.25,30.37,-89.23,8.3,33
1972,5,7,14:02:00,2,0,0,4,0,30.47,-89.05,0,0,0.8,33
1972,5,7,14:45:00,1,2,0,3,0,30.37,-89.08,0,0,0.8,33
1972,5,7,15:08:00,1,0,0,0,0,30.5,-89.08,0,0,0.8,33
1972,5,7,15:30:00,2,0,0,4,0,30.8,-90.37,0,0,1,100
1972,5,7,15:30:00,1,0,0,3,0,30.4,-89.08,0,0,0.8,33
1972,5,7,17:30:00,2,1,0,4,0,30.3,-89.33,30.38,-89.27,7.6,23
1972,5,7,17:53:00,2,0,0,4,0,30.35,-89.25,0,0,1.2,33
1972,5,7,19:58:00,2,0,0,3,0,34.27,-103.33,0,0,0.1,10
1972,5,8,9:15:00,2,0,0,4,0,30.57,-85,0,0,0.3,27
1972,5,8,14:35:00,0,0,0,3,0,31.23,-84.22,0,0,0.5,50
1972,5,9,15:45:00,3,0,0,4,0,37.12,-102,37.15,-101.97,2.7,400
1972,5,9,18:13:00,1,0,0,4,0,34.2,-102.73,0,0,0.1,10
1972,5,9,18:53:00,0,0,0,0,0,37.5,-102.08,0,0,0.1,10
1972,5,9,19:15:00,1,0,0,0,0,34.32,-102.42,0,0,0.3,20
1972,5,9,20:04:00,1,0,0,0,0,35.13,-101.83,0,0,0.5,20
1972,5,10,3:00:00,1,0,0,4,0,31.93,-99.97,0,0,0.5,50
1972,5,10,5:05:00,1,0,0,3,0,28.8,-97,0,0,0.3,33
1972,5,10,14:15:00,1,0,0,3,0,40.35,-104.4,0,0,1,20
1972,5,10,15:00:00,0,0,0,0,0,35.77,-103.33,0,0,0.1,10
1972,5,10,15:00:00,0,0,0,0,0,35.77,-103.33,0,0,0.1,10
1972,5,10,15:00:00,0,0,0,0,0,35.77,-103.33,0,0,0.1,10
1972,5,10,15:10:00,1,0,0,3,0,35.77,-103.33,35.78,-103.27,3.6,10
1972,5,10,15:20:00,2,0,0,4,0,35.82,-103.07,0,0,2.5,660
1972,5,10,16:25:00,1,0,0,0,0,35.93,-102.75,0,0,0.1,10
1972,5,10,16:25:00,1,0,0,0,0,36.07,-102.55,0,0,0.1,10
1972,5,10,19:45:00,2,0,0,5,0,36.23,-102.23,0,0,1,100
1972,5,10,19:45:00,2,0,0,0,0,36.25,-102.23,0,0,1,100
1972,5,11,16:30:00,0,0,0,2,0,33.47,-104.5,0,0,0.1,10
1972,5,12,4:43:00,1,7,0,5,0,29.5,-95.43,29.53,-95.38,4.9,50
1972,5,12,4:45:00,1,1,0,0,0,29.55,-95.3,0,0,0.1,20
1972,5,12,4:45:00,1,7,0,0,0,29.62,-95.18,29.62,-95.12,4.5,20
1972,5,12,4:45:00,1,2,0,4,0,29.5,-95.23,0,0,1,10
1972,5,12,5:30:00,1,0,0,5,0,29.73,-95,0,0,0.3,10
1972,5,12,7:23:00,2,2,0,5,0,29.92,-94.25,29.92,-93.92,19.9,30
1972,5,12,10:45:00,2,0,0,4,0,30.13,-91.35,0,0,1,100
1972,5,12,11:15:00,2,0,0,5,0,30.75,-90.42,0,0,2,100
1972,5,12,12:15:00,1,0,0,3,0,29.4,-95.23,0,0,0.3,10
1972,5,13,12:15:00,1,0,0,0,0,36.33,-102.12,0,0,0.5,100
1972,5,13,14:09:00,1,0,0,0,0,30.88,-102.93,30.75,-102.77,13.5,50
1972,5,13,14:30:00,0,0,0,3,0,31.95,-99.95,0,0,0.1,10
1972,5,13,18:08:00,1,0,0,4,0,31.4,-97.22,0,0,1,100
1972,5,14,11:40:00,0,0,0,0,0,41.8,-88.75,0,0,0.1,10
1972,5,14,11:45:00,0,0,0,0,0,41.75,-89.1,0,0,0.1,10
1972,5,14,12:05:00,4,20,0,5,0,39.77,-86.08,40,-85.55,30,200
1972,5,14,12:30:00,1,0,0,4,0,41.12,-85.13,0,0,0.4,50
1972,5,14,14:20:00,1,0,0,0,0,42.65,-88.97,42.7,-88.95,2.7,100
1972,5,14,20:30:00,2,3,0,4,0,36.37,-84.8,0,0,1,50
1972,5,15,11:45:00,0,0,0,0,0,42.57,-84.78,0,0,0.1,10
1972,5,15,19:58:00,3,4,0,6,0,35.58,-77.52,35.6,-77.37,8.5,120
1972,5,16,8:30:00,1,0,0,3,0,29.27,-96.7,0,0,0.5,20
1972,5,16,8:30:00,1,0,0,0,0,29.27,-96.7,0,0,0.5,20
1972,5,16,8:30:00,1,0,0,0,0,29.27,-96.7,0,0,0.5,20
1972,5,16,14:15:00,1,0,0,3,0,30.17,-98.75,0,0,0.5,20
1972,5,16,15:50:00,1,0,0,4,0,29.58,-97.97,29.63,-97.9,5.6,20
1972,5,19,20:00:00,1,0,0,3,0,46.37,-103.17,46.55,-102.97,15.5,50
1972,5,20,13:00:00,2,0,0,4,0,29.07,-81.3,0,0,1,23
1972,5,20,18:00:00,1,1,0,4,0,31.42,-103.5,0,0,2,20
1972,5,20,18:00:00,1,0,0,4,0,31.42,-103.5,0,0,2,20
1972,5,21,13:25:00,0,0,0,0,0,44.73,-102.52,0,0,0.1,10
1972,5,21,15:00:00,1,0,0,0,0,44.9,-102.48,0,0,0.1,10
1972,5,21,15:30:00,2,0,0,3,0,44.8,-102.65,0,0,0.1,10
1972,5,22,15:00:00,0,0,0,0,0,42.22,-98.75,42.25,-98.7,2.3,10
1972,5,22,15:00:00,1,0,0,4,0,42.22,-98.75,42.25,-98.7,2.3,220
1972,5,22,16:30:00,1,0,0,0,0,39.32,-99.27,39.42,-99.18,7.9,30
1972,5,22,16:45:00,0,0,0,0,0,44.28,-97.87,0,0,0.1,10
1972,5,22,17:30:00,1,0,0,0,0,39.25,-99.25,0,0,0.5,100
1972,5,22,17:45:00,1,0,0,0,0,40.57,-99.75,0,0,1,220
1972,5,22,18:00:00,2,0,0,0,0,38.18,-100.08,38.28,-99.97,9.4,10
1972,5,22,18:00:00,1,0,0,0,0,38.18,-100.02,38.23,-99.9,7.1,33
1972,5,22,18:00:00,1,0,0,0,0,38.18,-100.02,0,0,0.5,33
1972,5,22,18:05:00,1,0,0,0,0,38.08,-100.08,0,0,0.5,33
1972,5,22,18:05:00,1,0,0,0,0,38.08,-100.08,0,0,0.5,33
1972,5,22,18:05:00,1,0,0,0,0,38.17,-99.78,0,0,5,33
1972,5,22,18:10:00,1,0,0,0,0,38.28,-99.9,0,0,0.5,33
1972,5,22,18:15:00,2,0,0,0,0,38,-99.9,38.03,-99.82,5.1,33
1972,5,22,18:15:00,1,0,0,0,0,38.03,-99.82,0,0,0.5,33
1972,5,22,18:39:00,2,0,0,0,0,39,-99.53,0,0,1,220
1972,5,22,18:39:00,2,0,0,0,0,39,-99.53,0,0,1,220
1972,5,22,18:39:00,2,0,0,0,0,39,-99.53,0,0,1,220
1972,5,22,18:40:00,2,0,0,4,0,38.93,-99.57,0,0,2,250
1972,5,22,18:42:00,2,0,0,0,0,38.93,-99.48,0,0,0.5,220
1972,5,22,19:00:00,1,0,0,3,0,35.2,-99.87,0,0,0.1,30
1972,5,22,19:30:00,3,0,0,0,0,35.02,-99.67,35,-99.5,9.5,100
1972,5,22,20:27:00,1,0,0,0,0,35.3,-99,35.32,-98.98,1.9,33
1972,5,23,13:30:00,0,0,0,0,0,40.68,-95.88,0,0,0.1,10
1972,5,23,13:45:00,0,0,0,0,0,40.67,-96.03,0,0,0.1,10
1972,5,23,15:53:00,0,0,0,0,0,40.7,-98.15,0,0,0.1,10
1972,5,23,16:45:00,0,0,0,0,0,40.78,-98,0,0,0.1,10
1972,5,23,16:50:00,0,0,0,0,0,41.45,-97.18,0,0,0.1,10
1972,5,23,17:08:00,0,0,0,0,0,42.45,-98.67,0,0,0.1,10
1972,5,23,17:10:00,0,0,0,0,0,42.73,-96.78,0,0,0.1,10
1972,5,23,17:22:00,0,0,0,0,0,41.35,-97.17,0,0,0.1,10
1972,5,23,17:50:00,0,0,0,0,0,40.3,-96.78,0,0,0.1,10
1972,5,23,18:12:00,0,0,0,0,0,41.23,-97.32,0,0,0.1,10
1972,5,24,12:30:00,0,0,0,0,0,44.08,-98.98,0,0,0.1,10
1972,5,24,15:22:00,1,0,0,0,0,30.65,-97.55,0,0,0.1,10
1972,5,24,15:22:00,1,0,0,0,0,30.65,-97.55,0,0,0.1,10
1972,5,24,15:45:00,1,0,0,2,0,30.8,-97.6,0,0,0.1,10
1972,5,24,16:30:00,1,0,0,0,0,36.42,-100.82,36.45,-100.75,4.3,440
1972,5,24,18:10:00,0,0,0,0,0,43.88,-94.25,0,0,0.1,30
1972,5,25,15:50:00,2,0,0,4,0,45.52,-102.58,0,0,2,50
1972,5,25,17:00:00,0,0,0,0,0,45.42,-102.62,0,0,0.1,10
1972,5,26,11:35:00,1,0,0,4,0,43.17,-94.03,43.13,-94,0.1,200
1972,5,26,12:10:00,0,0,0,0,0,44.67,-100.2,0,0,0.1,10
1972,5,26,12:35:00,0,0,0,0,0,44.08,-98.08,0,0,0.1,10
1972,5,26,12:50:00,0,0,0,0,0,44.27,-98.17,0,0,0.1,10
1972,5,26,14:23:00,0,0,0,2,0,39.52,-97.88,0,0,0.5,10
1972,5,26,17:35:00,1,0,0,4,0,46.68,-97.53,0,0,2,30
1972,5,26,19:30:00,2,0,0,4,0,44.75,-102.92,0,0,1.5,440
1972,5,26,19:46:00,0,0,0,0,0,43.48,-98.5,0,0,0.1,10
1972,5,27,14:12:00,0,0,0,0,0,40.87,-96.53,0,0,0.5,10
1972,5,27,15:35:00,0,0,0,0,0,41.62,-96.67,0,0,0.1,10
1972,5,28,12:45:00,0,0,0,0,0,44.57,-98.07,0,0,0.1,10
1972,5,28,12:45:00,0,0,0,0,0,44.63,-98.02,0,0,0.1,10
1972,5,28,16:50:00,0,0,0,0,0,44.92,-97.7,0,0,0.1,10
1972,5,28,17:00:00,1,0,0,2,0,39.12,-104.6,0,0,0.1,10
1972,5,28,21:15:00,0,0,0,0,0,34.63,-97.17,0,0,0.1,27
1972,5,29,19:30:00,1,2,0,4,0,32.35,-96.12,0,0,0.1,10
1972,5,30,10:25:00,1,0,0,3,0,42.25,-84.27,0,0,1.1,17
1972,5,30,14:00:00,0,0,0,4,0,43.47,-76.43,0,0,0.3,50
1972,5,31,11:45:00,1,0,0,2,0,43.32,-71.6,0,0,0.1,50
1972,5,31,12:30:00,1,0,0,5,0,43.53,-71.43,0,0,1,70
1972,6,1,19:45:00,0,0,0,0,0,48.4,-98.45,0,0,0.5,20
1972,6,2,1:35:00,1,1,0,3,0,27.65,-97.28,0,0,0.1,17
1972,6,3,14:40:00,0,0,0,0,0,41.17,-90.75,0,0,0.1,10
1972,6,5,17:30:00,1,0,0,4,0,41.43,-91.4,41.4,-91.38,0.1,150
1972,6,5,17:56:00,2,0,0,4,0,41.22,-93,41.18,-92.97,1.9,200
1972,6,7,11:25:00,2,0,0,3,0,42.15,-94.98,0,0,2,200
1972,6,7,11:30:00,2,0,0,4,0,42.07,-94.87,0,0,1,200
1972,6,7,15:40:00,0,0,0,0,0,33.3,-115.05,0,0,0.1,10
1972,6,7,16:00:00,1,0,0,0,0,42.72,-113.7,0,0,0.5,17
1972,6,7,16:16:00,0,0,0,0,0,41.32,-95.9,0,0,0.1,10
1972,6,8,14:00:00,2,0,0,4,0,31.02,-87.48,0,0,0.1,30
1972,6,8,17:00:00,2,0,0,4,0,35.6,-91.42,0,0,0.5,100
1972,6,9,16:15:00,2,2,0,5,0,41.75,-74.77,0,0,0.3,40
1972,6,9,16:30:00,1,0,0,4,0,39.48,-88.17,0,0,0.1,30
1972,6,10,15:00:00,1,0,0,0,0,44.32,-105.52,0,0,0.1,10
1972,6,10,16:35:00,0,0,0,0,0,44.53,-102.73,0,0,0.1,10
1972,6,10,17:00:00,1,0,0,3,0,34.37,-102.12,0,0,0.3,10
1972,6,11,13:05:00,1,0,0,0,0,48.93,-106.42,48.93,-106.32,3.6,30
1972,6,11,13:05:00,2,0,0,3,0,48.68,-106.4,0,0,0.3,30
1972,6,11,14:25:00,2,0,0,2,0,47.72,-104.82,47.65,-104.63,9.1,50
1972,6,11,14:55:00,1,0,0,3,0,48.77,-105.82,48.77,-105.58,10.4,50
1972,6,11,15:15:00,0,0,0,0,0,27.33,-82.5,0,0,0.3,10
1972,6,11,16:40:00,0,0,0,0,0,46.78,-102.95,46.78,-102.87,3.6,30
1972,6,12,22:00:00,2,1,0,5,0,48.93,-100.35,0,0,2,20
1972,6,13,13:15:00,0,0,0,0,0,42.87,-97.95,0,0,0.1,10
1972,6,13,13:45:00,1,0,0,4,0,40.87,-95.83,0,0,1,100
1972,6,13,13:55:00,1,0,0,0,0,33.68,-101.98,33.68,-101.92,4.1,50
1972,6,13,14:50:00,0,0,0,0,0,43.35,-97.45,0,0,0.1,10
1972,6,13,15:30:00,1,0,0,3,0,40.75,-94.83,0,0,0.5,100
1972,6,13,16:40:00,2,0,0,4,0,41.12,-94.05,0,0,2,100
1972,6,13,18:00:00,1,0,0,4,0,43.32,-90.53,0,0,2,50
1972,6,13,19:15:00,1,0,0,3,0,43.5,-89.62,0,0,2,50
1972,6,13,20:33:00,0,0,0,4,0,33.47,-112.17,0,0,0.3,10
1972,6,14,16:30:00,2,0,0,3,0,41.97,-86.48,41.98,-86.43,1.3,70
1972,6,14,17:12:00,0,0,0,0,0,34.22,-103.37,0,0,0.1,10
1972,6,14,20:30:00,1,0,0,0,0,33.68,-101.98,33.7,-101.9,5.1,50
1972,6,14,20:45:00,1,0,0,0,0,33.68,-101.98,0,0,0.3,20
1972,6,14,22:00:00,2,0,0,2,0,33.1,-103.22,0,0,0.1,10
1972,6,15,15:00:00,1,0,0,0,0,44.47,-104.47,0,0,0.3,100
1972,6,15,16:28:00,0,0,0,0,0,35.38,-106.08,0,0,0.1,10
1972,6,15,16:35:00,1,0,0,0,0,36.27,-101.37,36.27,-101.3,3.6,20
1972,6,16,12:48:00,0,0,0,0,0,40.77,-97.72,0,0,0.1,10
1972,6,16,13:17:00,0,0,0,3,0,29.6,-95.17,0,0,0.1,10
1972,6,17,13:30:00,1,0,0,0,0,32.33,-101.8,32.37,-101.3,29.3,50
1972,6,17,14:00:00,1,0,0,2,0,33.42,-105.67,33.47,-105.58,6.1,100
1972,6,17,15:20:00,0,0,0,1,0,45.25,-94.97,0,0,0.3,10
1972,6,17,16:15:00,0,0,0,0,0,40.2,-103.75,0,0,0.1,10
1972,6,18,0:15:00,2,40,0,5,0,24.62,-81.68,0,0,1,100
1972,6,18,1:00:00,2,0,0,5,0,24.57,-81.8,0,0,1.5,50
1972,6,18,4:00:00,1,0,0,4,0,24.83,-80.88,0,0,2,20
